微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
A8GfmhFFs,网友问: 可以问一下如何让男人喜欢自己吗？我不自信。答: 你只要先学会让自己喜欢自己就行了，因为，男人都喜欢那些自己喜欢自己的女人。  ,,无,无,无,2013-09-09 18:41,微博 weibo.com,31,25,21
A8EEEDoAx,"网友问: 相亲后男方说处处看，木有上床就不算对象关系，是潜在男女友关系，您觉得怎么看这个男人？答: 这男人是个情商极低还自我感觉良好的大傻帽! 我猜他对你有优越感，才敢如此说话，他的意思是""老子懒得追你，但不拦着你上我!"" 你不妨给他一个明确态度:""老娘懒得上你，但不拦着你追我!"" 看谁更牛。  ",,无,无,无,2013-09-09 14:38,微博 weibo.com,9,3,9
A8zovwW3p,横眉冷对千夫指，俯首甘为童子鸡。  ,,无,无,无,2013-09-09 01:14,微博 weibo.com,7,1,9
A8ygYCeFA,网友问: 性能力不强怎么办? 答: 找一个跟自己性能力和性喜好接近的呗。性这东西，又不是奥林匹克运动，更高更快更强才取胜。我觉得性更像交谊舞，只要水平般配，配合默契，俩人就能跳得行云流水，琴瑟和谐。在性上，没有强弱，只有合拍，找个人去操练吧!  ,,无,无,无,2013-09-08 22:23,微博 weibo.com,20,11,23
A8xwYvGSt,网友说: 如果我老婆也有和您一样的心态那我就太性福咯! 答: 孜孜不倦开发呀，俗话说，人勤地不懒! 医学角度讲，性冷淡几率低于同性恋几率，也就是说，你碰到拉拉的几率都大于性冷，关键在于耕耘，耕耘再耕耘，结出累累硕果，汁多味美，造福全家，波及社会。  ,,无,无,无,2013-09-08 20:30,微博 weibo.com,11,5,17
A8lHwE5bM,在性上，不管你选择的是婚前守贞，还是注重性和谐，都不重要，重要的是你要清楚为此付出的代价并平静接受。如果你选择婚前守贞，就不要在婚后追求性和谐，我的意思是，假如出现不和谐，不要哭爹喊妈; 如果你选择性和谐，就要接受别人认为你不和谐而在婚前淘汰掉你的风险，不要怨世风日下。  ,,无,无,无,2013-09-07 14:23,微博 weibo.com,9,18,14
A8lAq63eH,网友问: 从小受母亲坚守贞操的影响，很抗拒男生婚前性请求。请问，我是不是太固执？答: 任何人都有坚守自己原则的权利，并且只有固执坚守自己的原则，才能把不符合要求的人过滤掉，最终找到你的幸福!! 对于性爱，每个人都应旗帜鲜明，最忌讳的是东摇西摆，这种人会把自己搞混乱的同时也把他人搞错乱。  ,,无,无,无,2013-09-07 14:05,微博 weibo.com,8,7,17
A8f8T0ojC,网友问: 毛毛，请问你第一段婚姻因何成为更糟糕的人，第二段却截然不同。是因你自身变了，还是两人相处契合了? 答: 江山易改，本性难移。我不是一个甘于平淡过日子的女人，这种本性，第一次婚姻如此，第二次依旧，丝毫没变! 变的只是枕边人，他启发挖掘满足了我对男人的需求，一顺百顺了而已。  ,,无,无,无,2013-09-06 21:41,微博 weibo.com,9,6,11
A8eNj0w7E,网友问: 丈夫在外面偷吃，但还和妻子保持一定频率的性生活，说明外面只是玩玩的吗？答: 是的，他把你们都玩了，妻子是他的道具，小三是他的玩具，功能虽有别，贵贱也不同，但，都是他的掌上物罢了。假如他的性频率能满足妻子，说明妻子的饭量也不大，该着跟人分享一锅饭，胃口小就得拼桌吃，呵呵。  ,,无,无,无,2013-09-06 20:48,微博 weibo.com,9,8,17
A8dNf6uLG,网友问: 请问年轻夫妻，孩子5岁，三个月没性生活，各自天天都回家，什么状况? 答: 状况是各自正在酝酿期，至于是酝酿外遇，还是酝酿内战，这个，说不准，跟际遇有很大关系，比如说，丈夫公司碰巧新招来一个女学生，妻子公司碰巧新调来一个男上司...总之，婚姻进入了不靠福气，单靠运气维持的瓶颈期。  ,,无,无,无,2013-09-06 18:15,微博 weibo.com,14,5,15
A8cYjtAUy,我家两个孩子不约而同跟爸爸更亲密，或者说更喜欢爸爸一些，这个的原因呢是因为，从她们小时候起，妈妈的责任就是吃喝穿，爸爸的责任是玩玩玩。吃喝穿这些东西呢，对小孩子来讲没什么意思，所以只要不冷不饿，就去找爸爸! 爸爸跟她们耍活宝，玩游戏，讲故事，下象棋，踢足球，修玩具...爸爸多好玩。  ,,无,无,无,2013-09-06 16:09,微博 weibo.com,12,77,17
A8cLKxhAL,哈佛科学家跟踪调查结果显示，跟父亲关系更亲密的孩子的父母，离婚率远远低于跟母亲关系更亲密的孩子的父母，因为跟父亲亲密的孩子的父亲，会为了给孩子提供一个更稳定的家庭，把爱和精力充分投入给孩子的母亲。反之，跟母亲关系更亲密的孩子的父亲，因感到自身被排斥在母子关系外，而愤然远离这个家。  ,,无,无,无,2013-09-06 15:38,微博 weibo.com,15,54,16
A8cEjzTut,"昨天大女儿放学后做数学作业，做完后老公检查，以前孩子小，作业容易，大人简单算算就八九不离十，现在她的作业计算起来也很费神，老公嫌麻烦，起身去找计算器，我笑话他""你这把老骨头现在也不行了，都要借用工具啦?"" 他狠狠拍一下我屁股说""别看我大脑不行了，小脑还厉害着呢，不用工具就把你收拾了!""  ",,无,无,无,2013-09-06 15:20,微博 weibo.com,7,3,15
A85HBFyzn,"妻子出门上火车，发现火车上空调很足，打电话时难免跟丈夫发嗲抱怨，一个丈夫这样回答""人家那个谁...人家女人出门随手拎个披肩，你呀，什么都不懂，跟你说了也白说..."" 一个丈夫这样回答""你是不是又穿短裙了，你呀，就知道露个大白腿臭美，冷了吧? 回来我给你焐腿..."" 情商有高低，所以情伤有深浅。  ",,无,无,无,2013-09-05 21:39,微博 weibo.com,11,62,23
A85gGq0Ru,"网友问: 数月无性，每当我或委婉或直接提出要求时，丈夫都说，还有几十年呢，急什么，请问怎么办? 答: 下次到吃饭点时，你最好背着他提前偷吃好，擦干净觜，直等到他主动提出要吃饭时，你再不急不慌说""还有几十年呢，急什么?""  ",,无,无,无,2013-09-05 20:33,微博 weibo.com,15,4,45
A8511qNjl,网友问: 结婚一年，无孩，老公强烈主张丁克，将近五个月无性，正常不？答: 都五个月了，你居然没外遇，真是奇迹呀。要不要孩子最好婚前达成一致，不要婚后现商量。丁克不丁克并非重点，但无性，是无论如何不正常的，除非你认同，否则，再凑一个月，可以直接提离婚。  ,,无,无,无,2013-09-05 19:54,微博 weibo.com,6,3,42
A83e5AdB6,"网友问: 夫妻在生活上互相照顾，就会变成亲人，情人哪比得上? 答: 情人的照顾不是亲人胜似亲人，举例说明。饭桌上，亲人式的妻子会这样说""芦笋很健康，你多吃一点，外面的饭菜哪比得上我亲手为你做的健康。"" 情人式的妻子会这样说""听你们德国人说芦笋会壮阳，多吃一点哦，晚上好让我看看效果如何。""  ",,无,无,无,2013-09-05 15:21,微博 weibo.com,14,30,14
A7Xa77j0s,网友问: 有个已婚男强烈追求，明确说和老婆感情好，不会离婚，但对我动心，之前不知他已婚接受了他，知情后极力拒绝。我一边对他冷若冰霜，一边内心极度煎熬，求开解！答: 其实很多时候女孩子对已婚男动心，并不是真爱他，而是突然发觉此物有主，反而起了占有欲，这很正常，不必开解，直接拉黑即可。  ,,无,无,无,2013-09-04 23:54,微博 weibo.com,15,17,72
A7VJ9q8k7,有的人认为婚姻是利益平衡，有的人认为婚姻是灵肉平衡。两种观念没有对错，谁也不比谁的婚姻更牢靠，不管来自婚外的是更大利益诱惑，还是更强灵肉诱惑，只要大于婚内诱惑，都会灰飞烟灭! 不过有一点倒是确信无疑，那就是，无论你持哪种观念，最终都会找到同道中人，好合百年，绝不会跟异类，白头到老!  ,,无,无,无,2013-09-04 20:15,微博 weibo.com,18,17,29
A7Ukefx9z,性格决定命运，思维决定行为。我相信每个女人的命运跟她遇到的男人没多大关系，跟她本人性格有很大瓜葛。比如说我，确定前夫外遇当天，一怒之下就去买了几本托福，他搞外遇，我搞外语.....几年下来，哪怕我没遇到新人，也成外语达人了! 你的思维决定你的行为，你的行为决定你的未来，谁的命运谁做主。  ,,无,无,无,2013-09-04 16:41,微博 weibo.com,51,54,60
A7LGT7ejO,"关于钱钟书的围城，城里的想出去，城外的想进来，于是大家结论说原地不动，省得麻烦。我记得有次跟情人聊起围城，我就说过，人生本来就是在""进进出出""的运动中得到快乐的嘛，否则，外面的不进来，或者进来了就不出去，男人和女人还有什么乐趣，人生还有什么盼头!! 真想跟钱老神交辩论一下啊  ",,无,无,无,2013-09-03 18:42,微博 weibo.com,6,31,29
A7KzEcOyf,"第一次婚姻，我成为了一个更糟糕的人(脾气暴躁，怨气升天，悲观失望，出轨偷情)，但离婚后反而成为了一个更积极的人(埋头苦学，抬头向上，大刀阔斧，披荆斩棘); 第二次婚姻，我成为了一个更开放的人(热情似火，柔情似水，风情万种，才情四溢); 不知第三次婚姻会成为什么人? 潜力大无边, 好奇ing  ",,无,无,无,2013-09-03 15:52,微博 weibo.com,18,29,24
A7KsjqNqq,"我在很早以前的微博里就说过类似的话: ""婚姻的成功不在于你嫁(娶)了什么人，而在于你成为了什么人。"" 说得更透彻一点，不在于你嫁(娶)了你梦寐以求的那个人，而在于你成为了你梦寐以求的那种人。婚姻中，两个人都不舒展，是残次品，直接扔; 一个人不舒展，是半成品，可再加工。  ",,无,无,无,2013-09-03 15:34,微博 weibo.com,28,24,17
A7Kf2cuAM,网友问: 如何看待龙应台失败的跨国婚姻? 答: 跨国婚姻的离婚率很高，四分之一; 德国离婚率更高，三分之一，所以不足为奇。婚姻的意义对于我们这种女人不是走到头，而是成为什么人。龙应台的理性思维肯定跟我一样受了德国语言和丈夫的巨大影响，扩展了女性自我局限，拓宽了中国定势思维，OK，这就够了。  ,,无,无,无,2013-09-03 15:01,微博 weibo.com,21,11,18
A7JLggHLW,网友问: 毛毛姐，你说是先有了小三夫妻之间才有的问题，还是夫妻本来就有问题小三才乘虚而入？答: 应是，夫妻本来就有问题，其中一人或二人才引火上身的。其实小三只是替罪小绵羊，有人拿它来果腹，以为吃了它就解饱，结果越吃越饿; 有人拿它来献祭，以为宰了它就消灾，后果越宰越壮。  ,,无,无,无,2013-09-03 13:47,微博 weibo.com,11,8,11
A7Da1emvE,每一个女人都像一只青瓷碗，女人的美丽心事就像碗上的青瓷，你若看不到，它就只是一只碗，盛点汤汤水水，拿来装装台面，好时擦擦洗洗，赖时摔摔打打，那些美丽心事，就此剥落灰败，好像从未存在过。每一个女人都像一只青瓷碗，可惜，不是每一只碗都找到了懂青瓷的人，在品味摩挲中，放出动人的光彩。  ,,无,无,无,2013-09-02 20:59,微博 weibo.com,27,70,14
A7By9vtEZ,"突然看见月历上有几天每天上面都标了一个P，一问才得知，这四五天是我每月月经(Periode)缩写，啊? 我吃惊问""你记它干吗?"" 他说""我都提醒你多少次了，记录自己月经周期是女人保健任务，万一生病，月经不准，才能及时发觉，跟大夫准确汇报，你总是不听，可不就得麻烦我替你记录嘛!"" 生活作风真严谨啊。  ",,无,无,无,2013-09-02 16:53,微博 weibo.com,5,10,26
A7BbD1aV7,"跟老公边看边讨论，欧元区的经济问题啊，德国高速对国外汽车征税啊，儿童福利啊...突然发现我跟着人家瞎激动什么啊，最后恹恹嘀咕道""这是你们国家的事情，谁上台谁下台，跟我有什么关系啊，我去睡觉了。"" I have a dream...  ",,无,无,无,2013-09-02 15:58,微博 weibo.com,2,1,1
A7B7E0uIi,记得当年墨客尔和施罗德的二人辩论，施罗德明显不敌，墨客尔沉稳进攻，施罗德截截败退，最后竞选中墨客尔果然胜出。这次辩论，感觉Steinbrück略占上风，再说，我这人喜新厌旧严重，看了这么多年墨客尔的老脸，很想换换新面孔，所以还是支持Steinbrück上台的。  ,,无,无,无,2013-09-02 15:48,微博 weibo.com,2,1,8
A7rXclbf0,中文的黑木耳大家都是知道啥意思，德国人也有类似比喻，叫李子(Pflaume)。那天我跟老公两个比较中德文，他无论如何不理解黑木耳，我无论如何不理解李子，于是我泡开一盆黑木耳，他切开一个李子(去核后，据他说那种新鲜度和颜色会让人浮想联翩)，互相例证到底谁的比喻更精确，真是够无聊吧?  ,,无,无,无,2013-09-01 16:27,微博 weibo.com,8,5,36
A7k2Qly0t,在我亲眼见过的案例中，出轨被妻子发觉又返回家里的男人，潜意识中不会有太大愧疚。这就好比，正吃海鲜时，妻子非叫他回家吃糟糠一样，他即使因顾及名声或情分离开宴席，也会对自己产生一种放弃吃香喝辣回家吃糠咽菜的道德优越感和英雄悲壮情怀，这个时候，你还指望他从心底对你好? 做梦去吧!  ,,无,无,无,2013-08-31 20:19,微博 weibo.com,528,301,47
A7iSi4epY,"读到一句话""不要因为他人降低自己的水平: 不因为要迁就那些拒绝提高标准的人，就降低自己的标准。"" 我觉得这话同样适用于床上，女人，不要因为伴侣降低自己的水平! 尤其不迁就那些拒绝提高标准的男人，他若消极怠工，你就积极分手!! 这样做的最坏结果不过是把你还原成单身，绝不会让你变成怨妇!  ",,无,无,无,2013-08-31 17:21,微博 weibo.com,28,27,12
A78NVqsno,网友问: 二奶和小三有什么区别? 答: 二奶精明，小三太傻。二奶知道，婚外情有时间效力，不是终生营生，不如一手收钱一手睡人，睡好了可升职，睡腻了可升值，其实比很多大奶活得爽想得开干得好赚得足; 小三么，其实就是白睡，睡好了可进门儿，睡腻了出门左拐，请走人。  ,,无,无,无,2013-08-30 15:42,微博 weibo.com,11,48,11
A71Q7gH0N,对偷情不离婚的人做个更精确的比喻吧，对TA们来讲: 婚内配偶就像性道具，好比搭台唱戏灯光帷帐之类的，明明暗暗层层团团，制造出一种偷偷摸摸的障碍感; 婚外情人就像性玩具，好比带给人直接刺激的玩意儿。性道具因布景昂贵，不会随意更换，而性玩具则因小巧轻便，可随时扔换。  ,,无,无,无,2013-08-29 21:59,微博 weibo.com,11,10,22
A6UmYeMgv,网友问: 女，26，因性生活过少想离婚，却无法将这种理由说出口，求问，有何办法让阻挠我的父母明白我的痛苦？答: 反正你也是成年人了，只要自己理智决定的事情，就按部就班处理好了，不必非把父母揪进来受罪。像我，28岁那年，从头到尾处理前夫外遇办理离婚关闭公司，根本没告诉父母，全靠一人搞定。  ,,无,无,无,2013-08-29 02:58,微博 weibo.com,12,34,32
A6OXcdgdJ,网友问: 和男友一起N年，他出轨被发现，保证以后不会，但几天后就把女孩带到自己住处发生关系。我问他为啥，他说和我一起压力大，我脾气坏... 答: 没有无缘无故的坏脾气，也没有无缘无故的出轨，你的坏脾气和他的出轨证明你们彼此对某些方面不满，通过其它途径发泄或找补，造成恶性循环，走向不归路。  ,,无,无,无,2013-08-28 13:10,微博 weibo.com,7,10,1
A6IaT5UZR,东方男性在追求女性时比西方男性花钱大方，西方男性在离婚时比东方男性出血更多(法律原因，不是他良心发现)。我的感觉是，谈恋爱时，说实话，男性再大方，跟离婚赡养费比起来，也只是毛头小利而已，再说了，大家只是男女朋友，女方并未付出生育及声誉成本，平等些也不吃亏，但离婚时吃亏那才叫大亏呢!!  ,,无,无,无,2013-08-27 19:55,微博 weibo.com,16,30,13
A6HMNn6RZ,"网友问: 在德国,男女平等的意识和行为下, 男女约会时的时的账单怎么付的? 答: 这问题当初也很困惑我，不知该怎么办，后来才知道，同事朋友间确实只有约定请客时才会由一方掏钱，否则各掏各钱。但男女朋友间还是主要由男性买单，女人接受男人买单代表接受了这段感情，否则女方会主动分摊。  ",,无,无,无,2013-08-27 18:55,微博 weibo.com,10,7,11
A6HrWicvN,还记得看过关于日本家庭的电视纪录片，成功男人下班不回家，集体泡酒吧唱卡拉，跟小姐搂搂抱抱一番再回家。我老公也百思不得其解，他说，付钱买来的亲吻和搂抱有什么意思呀? 一想到一个女人强压厌恶，让你亲吻搂抱，抱着就没劲了，更别说操了。我最喜欢他跟我在一起满嘴脏话，满腔正点的德性了  ,,无,无,无,2013-08-27 18:04,微博 weibo.com,15,5,15
A6GNdAjv4,"昨天跟老公说""你要是敢背着我胡闹，我就打断你第三条腿。"" 他说了一句话，当时我就泪奔了，他说""我要是背着你胡闹，你不会打断我的第三条腿，只会打碎你唯一的心脏(因德语里打断，打碎都用同一个词brechen，所以听起来特别合辙押韵，令人心碎)。""  ",,无,无,无,2013-08-27 16:24,微博 weibo.com,4,40,6
A6GlqAkGs,在饭桌上，我最讨厌两类人: 1，一个劲念叨去年哪顿美味令人难以忘怀; 2，一个劲提醒大家吃完之后还要消化屙屎。人生本就是一场饭局，混好了把酒言欢，混惨了小菜就粥，但，不管是酒菜还是稀粥，人人都只能吃当下这顿饭，不可能喝到去年那顿酒，更不可能提前消化好，何苦扫尽当下兴，而不埋头吃好饭呢?  ,,无,无,无,2013-08-27 15:15,微博 weibo.com,15,11,12
A6Bim0NjV,网友问: 假如你老公嫖娼，你会接受吗? 答: 什么? 我老公? 他要敢嫖娼，我就敢打断他第三条腿! 妈的，嫖娼不带我，还反了他了。我跟老公提过议啊，找个德国妓女让我看看西方腐朽世界，开开洋荤，他愣是不敢啊，你别看他嘴上操啊干啊厉害，其实胆子比我小，可怕堕落成坏人呢。  ,,无,无,无,2013-08-27 02:24,微博 weibo.com,13,5,12
A6zB0rlTI,网友问: 请问你支持在中国嫖娼合法化吗? 答: 刚来德国时，听一个师兄说，嫖娼在德国这样的欧洲国家是合法的，吓我一跳，觉得那男人还不个个去嫖娼啊! 结果，其实，真相是，世界最低嫖娼率在欧洲，最高嫖娼率在亚洲，这是我百思不得其解的逻辑怪圈，只能说，什么都是越禁越来劲吧。  ,,无,无,无,2013-08-26 22:04,微博 weibo.com,13,47,23
A6y9CcGjL,我属于从小就不信邪的人，小时候在幼儿园，老师跟妈妈说，这丫头比小子淘，男孩子不敢爬的墙，我敢爬，胆子比谁都大。包饺子剁馅儿，大人尝咸淡，我也要尝，大人说，女孩子不能尝，尝了嫁不出去。别的女孩子不敢尝，我腾一下来了劲，挖一大勺送嘴里，心里话，嫁不出去就嫁不出去，我也要尝鲜!  ,,无,无,无,2013-08-26 18:24,微博 weibo.com,12,3,6
A6xSWiGMH,在性爱上，夫妻要想一生都同步非常困难，因为，女人一生的性能力呈现的是均匀向上的射线状(大约到50岁时有可能略微向下走)，而男人却是抛物线状(顶峰大约在35岁左右)，因此，有压力的应是男人，不是女人! 我不明白，为什么那么多中年女人唉声叹气自暴自弃，难道ED也能交叉传染吗?  ,,无,无,无,2013-08-26 17:43,微博 weibo.com,6,11,17
A6wDSc4mX,网友认为我强调美好性爱是人生第一位，在此纠正: 我从未认为美好性爱是人生第一位，它只是婚恋第一要素(因我文章大篇幅涉及婚恋，难免强调性爱)。我认为人生第一位是身心健康，其中心理健康甚至重于身体健康，因为人的思维若变形，不明白很多浅显的逻辑关系，会病态委屈自己压抑他人，还自以为很高尚。  ,,无,无,无,2013-08-26 14:33,微博 weibo.com,26,16,9
A65yGCgfr,"德语beraten是咨询，给谁谁建议，braten是煎炒烹炸的意思，这俩词吧，你舌头一大，就容易让人听错，那天我去健身房跟教练请教时，本想说""您建议我如何运动能长腹肌呢?"" 把他给笑的，说""我可不敢煎您，只敢煎牛排。""  ",,无,无,无,2013-08-23 17:36,微博 weibo.com,2,1,3
A65qOd5A8,"老公陪孩子踢足球，不小心就被撞到了胯下，晚上我假装心疼说""来，快让妈妈检查一下，奶嘴坏了没?"" 以前带孩子，看到好多小孩子一天到晚嘴里含着个奶嘴(Schnuller)，我很不屑说""这些孩子啊，将来长大了肯定都是Oralsüchtige(口上瘾者)。"" 从那之后，留下个双关语，奶嘴也是那啥。  ",,无,无,无,2013-08-23 17:17,微博 weibo.com,4,1,6
A65mcsjR1,"昨天陪孩子看大女儿出生前后的录像，这段录像已经尘封七八年没见天日了，过了这么多年往回一看，倍觉新鲜。天哪，那时的我那叫一个胖啊! 我跟老公说""我胖成那样，你居然还没抛弃我，真是不简单啊! 你说实话，那时你爱我吗?"" 他说""小傻子，你忘了，那时我不是照样把你操得吱哇乱叫?""  ",,无,无,无,2013-08-23 17:06,微博 weibo.com,5,9,26
A5XL6fqvG,我还知道一个案例，结婚近十年，俩孩子，丈夫在妻子面前规矩老实，在床上中规中矩，夫妻间互不KJ，不玩性玩具，不开黄玩笑。跑到外面玩翻了天，给情人KJ起来那叫有滋有味，跟吃海鲜似的，说脏话，玩性玩具，高级酒店开房。妻子在家受累受苦，熬得跟晾到岸上的小干鱼儿似的，你说这怨谁??  ,,无,无,无,2013-08-22 21:45,微博 weibo.com,5,36,19
A5WZy8sxd,很多男人，怕开发老婆性欲将来hold不住，所以呢，跟老婆的时候拼命鼓励老婆清心寡欲，但是呢，一个真正清心寡欲的老婆又满足不了他的性欲，怎么办? 就出门找情人平衡，跟情人的时候大力鼓励情人疯狂放荡，这就叫用人策略。  ,,无,无,无,2013-08-22 19:48,微博 weibo.com,9,13,11
A5W8Xn6ym,80后网友说: 非常看不起在外人面前很恩爱，背后各自找情人的夫妻。不知道他们每天带着面具生活累不累。答: 那是你没经历过我们70后的青春，经历过你就会把伪装当成正常，就像把面具当成墨镜一样，往脸上一套又酷又美! 我们70后，连青春期性欲都能伪装得无影无踪，还有什么苦和累，让我们受不了的?  ,,无,无,无,2013-08-22 17:38,微博 weibo.com,3,3,5
A5W52bSzU,网友说: 我见过很多这样的人，在家一片和谐，在外各自找，但大多数是60，70后，很少发生在我们80后身上，所以有点难以理解他们的做法。答: 因为我们70后在青春期时所受的教育就是人前一套，人后一套(那时的人一边大骂靡靡之音，一边偷听邓丽君上瘾)，这样的人，长大后认为所有快感都跟偷偷摸摸有关。  ,,无,无,无,2013-08-22 17:29,微博 weibo.com,3,23,13
A5VHPqtck,我厌倦了说谎，我真的彻底厌倦了说谎，就像厌倦了，裹着包装纸吃点心，所有美味都被嘴里的纸屑败坏掉，那种沮丧和失望，难以言表。我厌倦了说谎，哪怕饿死，也不想再裹着包装纸吃点心，我知道那层纸很华丽，看起来很美很赏心悦目，但我要吃的是点心，不是纸。请扒开你的灵魂，让我饕餮。  ,,无,无,无,2013-08-22 16:31,微博 weibo.com,24,20,9
A5VBTfCj9,在国内时，身边好多婚外情，多到数不胜数，有的妻子不知情，有的妻子知而不闹。前脚跟正房出厅入室，后脚带小三登堂入室，大家全都见怪不怪，互相隐瞒成风。当时的我真没觉得这有什么大不了，直到自己也被刷了一层绿漆，始惊觉，原来人人都在酱缸里既涮人又被涮，没一个干净人!  ,,无,无,无,2013-08-22 16:17,微博 weibo.com,14,8,8
A5Vtib9hy,在石家庄时，遇到过公然跟情人出双入对的官员，并未跟妻子隐瞒，但也从未让妻子跟情人共处，他老婆也是处级干部，俩人有个儿子，家庭算得上圆满，唯一多了个情人，但因不会离婚，且对家庭负责，除出差外从不夜不归宿，所以妻子也不追究，三人行了六七年，最后把情人送意大利了。  ,,无,无,无,2013-08-22 15:56,微博 weibo.com,4,4,20
A5MOUjLZ0,有一次在上海，跟朋友见识了一次现代版本的妻妾成群，此人不像其他男人偷偷摸摸乱搞，而是大大方方明搞，称得上表里如一。他请我们吃饭，大奶，N奶作陪(可能是四奶，据说二奶三奶有事儿，四奶目前最受宠)。但见大奶四十出头齐耳短发端庄素雅，备受各方尊重，唬得住丈夫，镇得住众奶，正房味儿够劲。  ,,无,无,无,2013-08-21 17:54,微博 weibo.com,13,36,36
